report_id, validation, latitude, longitude, type, unit, amount, date, description, image
fahfhyybwd, true, 49.16384442742485, 32.31660548876916, danger, plane, 20, 2024-01-27 19:55:52.521298, upwvnmebat, vsyoxzorsf.png
ssglzelmyw, false, 50.29676397308616, 33.826946759437696, warning, tank, 870, 2024-01-27 19:55:52.521298, njgbydnyci, dmvvlpkfub.png
ifnyvdqgta, false, 50.452883376879065, 33.99512715697955, danger, tank, 190, 2024-01-27 19:55:52.521298, mldqmjyyhc, egkigngkmj.png
gpemvncvsh, true, 49.3474073961296, 32.039134103561, danger, infantry, 456, 2024-01-27 19:55:52.521298, xvcruovuxg, bxlbzbgdcq.png
ajuhipyqgu, false, 50.02382163675972, 33.71560288094069, warning, infantry, 805, 2024-01-27 19:55:52.521298, nyfntxjqxb, bwbpfdhekj.png
bckydjzamj, false, 49.18808214756248, 33.97174843610564, danger, tank, 656, 2024-01-27 19:55:52.521298, bdwavwmbox, zqtvqgvxer.png
aprtfirsxc, true, 50.09435179427624, 33.15471515822478, info, helicopter, 136, 2024-01-27 19:55:52.521298, fiajncmdcn, pfuodljits.png
ifgknvkdnp, false, 50.93142673885883, 34.64268120762423, warning, tank, 509, 2024-01-27 19:55:52.521298, gglegsxowa, jatdpksbqm.png
tnlogjllbp, true, 49.11062666583923, 33.601471174143796, info, helicopter, 698, 2024-01-27 19:55:52.521298, ewcvbfeary, cqfluuighj.png
rmdsgcwgkj, false, 50.08729523636859, 34.45430356780431, warning, helicopter, 205, 2024-01-27 19:55:52.521298, uohldsvyts, vkvnhagksg.png
jshpkpwgtc, true, 49.18994307564216, 34.469243113182365, danger, plane, 527, 2024-01-27 19:55:52.521298, izscjsjked, siaevttoed.png
uvihahjiab, false, 50.24615477137073, 34.43178139028733, warning, tank, 31, 2024-01-27 19:55:52.521298, ldftkurtvr, chaeydjclg.png
ylteiarpkc, true, 50.35235578862678, 34.878689106673406, info, plane, 155, 2024-01-27 19:55:52.521298, dwlrrmxbut, jbuseruqvw.png
fduudnsfgv, true, 49.646358919462315, 33.46148308405543, warning, tank, 579, 2024-01-27 19:55:52.521298, kzpbcbsrrh, lofmuyrfde.png
plwmwsisje, false, 49.2406916800461, 33.99859394496582, danger, infantry, 62, 2024-01-27 19:55:52.521298, olpxxsdyms, dzksucflba.png
ptevwzddxs, false, 50.78437861570523, 34.203130278826656, warning, infantry, 164, 2024-01-27 19:55:52.521298, qnavdglofz, hrutwmgzud.png
jzuoxzfhyb, true, 50.64714606248128, 33.32168603892759, danger, tank, 264, 2024-01-27 19:55:52.521298, xiaqebggev, srlgdjqlpg.png
hqaxsfyxke, false, 50.042622749642106, 32.225307969082486, danger, plane, 940, 2024-01-27 19:55:52.521298, inlzrclwtm, kbzrvfpjby.png
udsvltjpdq, false, 50.25773493407702, 33.401372372181655, danger, tank, 846, 2024-01-27 19:55:52.521298, zzbchyunuu, haatfcmdjz.png
xtrbynvfqq, true, 50.346782321876766, 34.448891775870514, info, tank, 863, 2024-01-27 19:55:52.521298, nyvzixlegt, hnumrjarfq.png
tqzzipowsd, true, 50.95063832967272, 34.168294171956276, danger, tank, 605, 2024-01-27 19:55:52.521298, ntkrmgeblh, rcjejmnjvb.png
guotpmlnsa, false, 50.18762648206588, 33.91122065111061, info, helicopter, 602, 2024-01-27 19:55:52.521298, ikhulclqri, ipjikejiid.png
ttxztnyjia, false, 50.983531320493775, 33.17132313346561, danger, tank, 209, 2024-01-27 19:55:52.521298, fcsynnmgte, irbaymakgo.png
gysyvwzhkz, true, 49.71591696132798, 32.611835359033584, danger, tank, 500, 2024-01-27 19:55:52.521298, nsfbwxkepf, emmptgzjpa.png
njogwonblj, true, 49.82583601224373, 34.20993277691715, danger, tank, 566, 2024-01-27 19:55:52.521298, rwnsxzygmf, pnctgdkugw.png
gjcewwkydt, false, 49.20481327698851, 32.8754946689286, danger, helicopter, 540, 2024-01-27 19:55:52.521298, gudelcxsyu, pvdvgqvkud.png
heuxeibwyg, true, 49.028482598577895, 34.22699178642952, danger, infantry, 857, 2024-01-27 19:55:52.521298, rxegylzgpl, vukdnpozrx.png
ngdssfbzkm, true, 50.489598621021536, 34.08915780586739, warning, plane, 994, 2024-01-27 19:55:52.521298, bfnamejrul, rtegxuryyt.png
rajzoowlmm, true, 49.1379743787257, 33.16264678915157, info, tank, 677, 2024-01-27 19:55:52.521298, yohrmmqjeo, fhfucxlfso.png
jrfcrhpegg, true, 50.14972210909403, 34.20711993743052, danger, tank, 734, 2024-01-27 19:55:52.521298, ifdjhzigcp, fenwpfyqmx.png
gfdcfsqdov, false, 50.03057842391966, 34.44679390789404, info, infantry, 402, 2024-01-27 19:55:52.521298, klucicjqiu, xzbcxqhdsc.png
degidirbna, true, 49.697094652515965, 33.92333753239263, warning, infantry, 308, 2024-01-27 19:55:52.521298, ibvpjtdrlh, zmotxvvqyy.png
rvbzncwlvr, true, 50.5872085559849, 34.24480455101057, danger, tank, 959, 2024-01-27 19:55:52.521298, ficzokuenl, gwmeixpava.png
effttkrqxk, true, 49.937901940124554, 32.603505970390984, danger, plane, 271, 2024-01-27 19:55:52.521298, vbtqghnufu, mlhkvrkoez.png
ntxouxxjjw, true, 49.70373483676668, 33.414224577119185, info, infantry, 820, 2024-01-27 19:55:52.521298, uaaqhuzjpi, vzagalsche.png
iirezcwhkc, false, 49.57557839483955, 33.78583425792465, danger, infantry, 910, 2024-01-27 19:55:52.521298, iuocmkszbh, mqtuowgeqz.png
zcwryqdkob, true, 50.652083317739795, 32.79359842578424, warning, infantry, 797, 2024-01-27 19:55:52.521298, dquqeysbbn, ogdcrqfsad.png
bmobwflhsb, true, 49.60887951797283, 32.08868651034693, info, helicopter, 727, 2024-01-27 19:55:52.521298, aiqvjdothy, dyzajbiayy.png
ootmzaqynf, true, 49.88818538466486, 33.53965428061969, warning, infantry, 119, 2024-01-27 19:55:52.521298, mpavwhcmix, jlgbcsxdhv.png
gspiikxowr, true, 49.964012509122924, 32.616872129972066, danger, infantry, 288, 2024-01-27 19:55:52.521298, pjgqertuja, teogpwebug.png
quwxqildil, false, 49.14540657265535, 32.373619625073225, warning, infantry, 579, 2024-01-27 19:55:52.521298, vsqivvgvxi, iguubdtibm.png
soekoxlkcz, false, 49.91852393052954, 34.948441036447264, danger, plane, 273, 2024-01-27 19:55:52.521298, ewtdfnhnwm, foayswskdq.png
khxqdzttfk, false, 49.58616476538609, 34.607423479199795, danger, plane, 218, 2024-01-27 19:55:52.521298, mzgbybkddp, yfxoyihazu.png
fydwljofgn, true, 49.58238288019319, 32.77812822066744, danger, helicopter, 230, 2024-01-27 19:55:52.521298, vajrlhsamr, mxoavbgrig.png
dfdusxguke, true, 49.107159290545084, 33.27614349311453, info, helicopter, 768, 2024-01-27 19:55:52.521298, vuqccoirof, tulbhpeiyv.png
qrvgoruacd, false, 49.4489418112643, 33.59508724255123, info, tank, 226, 2024-01-27 19:55:52.521298, tgkviygjku, texjpjikky.png
upkvzdlsno, false, 49.47555476170184, 34.68073947932632, danger, helicopter, 724, 2024-01-27 19:55:52.521298, jtarbgwkpb, jwearjmfzd.png
uqwlrqegoh, false, 50.64274704667637, 33.7369374191929, danger, tank, 940, 2024-01-27 19:55:52.521298, nzjtlizfek, vqubihhowx.png
ypmezddyjs, false, 49.00883931895212, 32.26299103527646, warning, plane, 842, 2024-01-27 19:55:52.522295, zyeqcgiztp, yawhtaprey.png
kfhejwgttq, true, 49.72433668177387, 33.633691498225325, warning, tank, 967, 2024-01-27 19:55:52.522295, lwuaevlnvb, rllkwwnxtw.png
lpbqfpoedl, false, 50.616568489910904, 34.80668224375355, info, plane, 685, 2024-01-27 19:55:52.522295, jrnefzmhyo, ehpbuqpknt.png
jbdzqthvlz, true, 49.53717113199752, 33.94471084603206, warning, plane, 859, 2024-01-27 19:55:52.522295, mkxpywjuqz, oulqqpwzlo.png
rckfaoqpgr, false, 49.169988878362155, 33.50668063932238, warning, infantry, 493, 2024-01-27 19:55:52.522295, iuasjnfszm, cangxxlntd.png
kuwylojefr, true, 50.91480103399427, 32.732842502287234, danger, helicopter, 612, 2024-01-27 19:55:52.522295, dbvzcauite, aquqvdptqu.png
cbmdvfsqlr, true, 49.64830505570322, 34.959481130161365, info, infantry, 2, 2024-01-27 19:55:52.522295, xckbdwshzv, bviqmoihhi.png
qrnkxvqngd, true, 49.14924550942485, 32.536414310917486, danger, tank, 489, 2024-01-27 19:55:52.522295, blrnvoypuh, ogzsyaeyvn.png
nsqhflctvd, true, 50.67230702091121, 34.79104460289245, warning, tank, 693, 2024-01-27 19:55:52.522295, pzycfiizxo, xzaeitbfnz.png
iffybhiiys, false, 49.95164318176396, 33.172216360646274, danger, infantry, 710, 2024-01-27 19:55:52.522295, zbfrgoiizw, fqthkcqhgu.png
nnonzgmyjj, false, 49.745159369539344, 33.19260092309054, warning, tank, 144, 2024-01-27 19:55:52.522295, zcrulspmtk, kyfmocxpzz.png
lowqhypzaq, true, 50.72806272918173, 34.104546413996914, info, infantry, 735, 2024-01-27 19:55:52.522295, wjhqrldgqw, ccrtpmqovf.png
jkxaszosyd, false, 49.03235938539394, 33.09816412343396, info, tank, 512, 2024-01-27 19:55:52.522295, sinalpspbx, geddobirgu.png
qanabikgtx, false, 50.05113463959962, 32.95172024124184, danger, plane, 549, 2024-01-27 19:55:52.522295, ctellyksha, sunqwougmo.png
rjyfhuppol, false, 50.09328849590363, 34.51489822883077, danger, tank, 786, 2024-01-27 19:55:52.522295, fezryzneoy, wcwhwdvltm.png
dbmsrrkzpb, false, 49.059945733830624, 32.41559659720429, danger, tank, 249, 2024-01-27 19:55:52.522295, ybauouwzks, lutebkbmnj.png
dkkhehzfzh, false, 49.32869738472015, 34.92519165698295, danger, plane, 390, 2024-01-27 19:55:52.522295, gkoftxakne, mutqfoonll.png
ooasbybseo, true, 49.17628132586766, 32.77824027532188, info, infantry, 564, 2024-01-27 19:55:52.522295, jkxutjzrwg, jjfvwsjzpy.png
dblirexqmd, true, 50.71407262136849, 32.25383689943301, warning, infantry, 599, 2024-01-27 19:55:52.522295, xpqkfofzmp, fwvdgzokna.png
dikguhoehc, true, 49.915757662190266, 32.85800864500083, warning, tank, 797, 2024-01-27 19:55:52.522295, bcnjfdldns, fqhoxcppsa.png
cifmazropq, false, 49.08084725817122, 32.032886424587154, info, helicopter, 682, 2024-01-27 19:55:52.522295, ebtgwzkcnl, zktkxcjhsq.png
lampmndbnq, false, 50.01422009199686, 34.18158074318038, info, tank, 470, 2024-01-27 19:55:52.522295, xkdhcrjsme, leykfdegur.png
aohbagibja, false, 50.656475102566155, 34.872988911583995, danger, infantry, 956, 2024-01-27 19:55:52.522295, osrylykpww, pcavruatli.png
rcfhgwgygj, true, 49.72132554222468, 34.019562183273564, warning, plane, 603, 2024-01-27 19:55:52.522295, tfwtnctywh, zzsepdrqlu.png
lsmiptavjx, true, 50.24093394456411, 34.922607055261345, info, plane, 108, 2024-01-27 19:55:52.522295, zejibusspj, nrwmoogcha.png
gcdisnajkf, true, 50.13180226576544, 34.9951636060898, info, helicopter, 77, 2024-01-27 19:55:52.522295, hhijqmospx, czhafqgrsv.png
mqnqzeiknu, false, 49.89338274622098, 33.59981235042944, warning, plane, 807, 2024-01-27 19:55:52.522295, jjnxsujyay, vtncgxxqom.png
fubfrbjleo, true, 49.12024588983092, 32.192550933821124, danger, plane, 756, 2024-01-27 19:55:52.522295, enwibntszs, hqbkrlrgtz.png
wxhymwtowg, false, 49.68418473334945, 33.23175569382259, warning, infantry, 77, 2024-01-27 19:55:52.522295, huxoophuvw, iwdhgvbeod.png
ecvwgqnteu, true, 49.70935119337233, 33.26405576785852, warning, infantry, 581, 2024-01-27 19:55:52.522295, ohvpzjjxjm, bkqnojkkis.png
vzmlsleofo, true, 49.04262782458525, 34.51107430151806, info, infantry, 510, 2024-01-27 19:55:52.522295, gkvjinvwht, bnucwnihih.png
ednuzoeupo, true, 50.446255591092374, 32.49386632830052, info, helicopter, 744, 2024-01-27 19:55:52.522295, dshfxvdfkv, svwvyexdnz.png
jtjaqjhkxl, false, 50.43271806024039, 32.23159871699676, info, plane, 178, 2024-01-27 19:55:52.522295, dozqjxtyrp, egpfwiqcjo.png
bftqbpaozp, false, 49.685297454326, 33.696802641167146, info, helicopter, 403, 2024-01-27 19:55:52.522295, hsnrtoqadd, huqgknsovi.png
rcshqudpyj, false, 50.0310196055365, 33.72704721956267, info, plane, 967, 2024-01-27 19:55:52.522295, chzceijlfz, fvohlkxvax.png
xzuwiniboi, true, 50.43600916092102, 34.27444051471035, info, helicopter, 300, 2024-01-27 19:55:52.522295, pnkczlvkce, qqdsrzibip.png
fhbmulddsn, false, 49.29335645742205, 34.26610025118886, info, tank, 736, 2024-01-27 19:55:52.522295, dhbdhdnyth, cppfmulylo.png
kjgxdbwrzn, false, 49.30192232179532, 34.32576428095801, danger, infantry, 661, 2024-01-27 19:55:52.522295, ygkfswtgtk, rqnlzkmqkp.png
sfptmnwugz, false, 50.81850472930646, 33.25317642253958, info, plane, 555, 2024-01-27 19:55:52.522295, bugbhumili, udanyhmjsu.png
sbptgipudx, false, 50.732139276109535, 33.36256158373604, info, helicopter, 69, 2024-01-27 19:55:52.522295, rgbjvmhbbk, iwraomqaql.png
bbhitczxgd, true, 49.06615395955008, 34.88534515737494, info, infantry, 763, 2024-01-27 19:55:52.522295, exgfziedaz, kxevyznuea.png
mtoojzuxqt, false, 50.326175195493605, 34.53072181856958, danger, tank, 722, 2024-01-27 19:55:52.522295, mzinybvgtb, wgujibsljm.png
ofcbuxvemm, true, 49.38920186355041, 34.796000241243405, info, infantry, 967, 2024-01-27 19:55:52.522295, uuuxczfjxs, vwwfhqfzvj.png
ydipkiijyr, true, 49.60237705652133, 34.729372170694376, danger, plane, 212, 2024-01-27 19:55:52.522295, zjvfkiyamp, ianhtnjmap.png
spxolrzhzg, false, 49.42547883468209, 33.303498806366726, warning, helicopter, 833, 2024-01-27 19:55:52.522295, ktgepuggva, gjvehjxfvn.png
zhswehdxlf, true, 50.09013311390753, 34.21060936252741, info, infantry, 491, 2024-01-27 19:55:52.522295, ejlzzkiygy, viyisonvys.png
bjhbjfbkye, false, 49.72730000643941, 33.10324696041704, warning, infantry, 204, 2024-01-27 19:55:52.522295, rowganybyd, svxgzpoefd.png
tjhxislkfr, false, 50.332425418959836, 34.121892432058814, info, infantry, 394, 2024-01-27 19:55:52.522295, nrxkmppcwc, cepgvilqgh.png
qjjaltcsxr, false, 49.70485523361721, 32.451256154228844, danger, plane, 656, 2024-01-27 19:55:52.522295, tfuwtwptlu, tgclvqqkmc.png
lhrutztibc, false, 49.17817316580935, 32.57429299367693, danger, helicopter, 777, 2024-01-27 19:55:52.522295, okwewwahjm, nqcewdeejg.png
nvsodtwjys, true, 49.561154979307574, 33.604159952690615, danger, tank, 176, 2024-01-27 19:55:52.522295, lemgbepwob, bsqnrcoqhx.png
rsjkwfajlq, false, 49.2925457661994, 32.82837184052161, danger, helicopter, 864, 2024-01-27 19:55:52.522295, qubdqiqtbk, fqnwzsqsuf.png
lvgaebhgmj, true, 50.163558892775384, 34.348986376113714, info, infantry, 724, 2024-01-27 19:55:52.522295, gxgplcbfwj, gmhcfkwrvs.png
ebmvkchrsr, false, 49.29423560396283, 32.35039742177108, info, tank, 551, 2024-01-27 19:55:52.522295, aauiktpsor, dgmabofxeo.png
ywgjbumghl, true, 49.55071802664568, 32.655973586339464, danger, plane, 923, 2024-01-27 19:55:52.522295, eiphiptqie, gkxtfwmkoj.png
srragiumab, true, 49.91645413217076, 33.379476834635696, info, helicopter, 456, 2024-01-27 19:55:52.522295, njfypyddxa, owrokdqeim.png
ctniqkrnlq, true, 49.43874343813882, 32.667278546541574, warning, tank, 700, 2024-01-27 19:55:52.522295, akpqcjhaxl, tpinbnloam.png
bzzjwcjhbq, false, 50.99411189242725, 33.457244971268594, danger, infantry, 452, 2024-01-27 19:55:52.522295, muuuagmkwm, tgkoqkhyqh.png
dkqisdfnkg, true, 50.594445506045794, 34.81475212171085, danger, infantry, 550, 2024-01-27 19:55:52.523294, btxrdexait, oyytxafolq.png
kbjvtknpwl, true, 50.43876205377079, 33.21135643207734, warning, plane, 222, 2024-01-27 19:55:52.523294, hehapkzeku, uwmgbquyww.png
gquwzwhqik, false, 49.56680994539736, 32.90871907764204, warning, tank, 884, 2024-01-27 19:55:52.523294, vqsmqjcvex, sfhajzddak.png
ehtufmheep, true, 49.573985721074514, 34.078957111907044, warning, infantry, 103, 2024-01-27 19:55:52.523294, hnljbzxumv, jdsdnmvyjz.png
uinmgxyogn, false, 50.30336415155665, 33.108560305145225, info, infantry, 202, 2024-01-27 19:55:52.523294, geitihmfer, llbxixsdpt.png
yosssfboic, false, 50.504740813928045, 32.02967166690656, danger, helicopter, 844, 2024-01-27 19:55:52.523294, xctyepvydj, brvqkfnonb.png
ndymlhedik, true, 49.636260002433815, 34.89143918503471, info, helicopter, 885, 2024-01-27 19:55:52.523294, ievkauzqrv, dcfjoergkv.png
spectnirnw, true, 50.821709258328816, 34.75537417956961, warning, plane, 948, 2024-01-27 19:55:52.523294, hrxmdiwryr, ktbqlwiicd.png
ewphibpbbn, true, 49.38944794444823, 32.96589527150737, info, helicopter, 494, 2024-01-27 19:55:52.523294, ijyjwwdpml, qedmwbrmwr.png
frixqjvrth, true, 49.7619214147838, 32.58174155844851, danger, infantry, 536, 2024-01-27 19:55:52.523294, mtxyorxwdn, eyswaefqwq.png
jnzeqriurc, false, 50.2100002359881, 33.61598887219726, info, infantry, 941, 2024-01-27 19:55:52.523294, egiktbhdsa, ljgmewidfa.png
gqdicqjdev, false, 50.26111188394428, 32.66991244852734, danger, plane, 65, 2024-01-27 19:55:52.523294, kbjugzfjsq, qsflydejvq.png
ebhsyavoqa, false, 50.66601964050972, 34.45613374848042, warning, tank, 857, 2024-01-27 19:55:52.523294, aiosdbsife, eguzqigebv.png
aghiybarlq, true, 49.440941536033286, 33.953232672812476, danger, tank, 230, 2024-01-27 19:55:52.523294, hqipnzxtqw, rgskabeqye.png
ylrheaorus, true, 50.323797206577744, 34.15328433764548, info, infantry, 898, 2024-01-27 19:55:52.523294, ontkwcpvpl, ybbmylaray.png
cliypsaznm, false, 49.00800585710472, 33.427037324530986, info, infantry, 28, 2024-01-27 19:55:52.523294, rtfdozkyex, gffjofswfw.png
dzvskyrrnk, false, 49.79369187799866, 34.264885251385756, danger, tank, 535, 2024-01-27 19:55:52.523294, greosxtpmn, ymwixrldco.png
